"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_14175","ASV_14175",0.00284642375168691,0.971997989203779,0.00499295755552601,0.570087712549569,0,21.092,10097,1,0.001,"1984-2024_LIA",14175,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_23711","ASV_23711",0.00284008097165992,0.971997989203779,0.00297725718165123,0.953925307213388,0,21.045,22418,1,0.001,"1984-2024_LIA",23711,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV_22891","ASV_22891",0.00957058929374719,0.881080800719748,0.00757189878444124,1.26396159882814,76.182,13.608,21223,1,0.018,"LIA-1931_1984-2024",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_11735","ASV_11735",0.00526355375618533,0.881080800719748,0.00402632048146835,1.30728633759074,7.36566666666667,41.8646,6212,1,0.037,"LIA-1931_1984-2024",11735,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_26702","ASV_26702",0.00503140800719748,0.881080800719748,0.00409588124330409,1.22840671111321,1.44,38.2434,26208,1,0.022,"LIA-1931_1984-2024",26702,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_14174","ASV_14174",0.00407611336032389,0.881080800719748,0.00664086821185073,0.61379223774536,30.204,0,9397,1,0.004,"LIA-1931_1984-2024",14174,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_19925","ASV_19925",0.00354745838956365,0.881080800719748,0.00799929902406249,0.443471156521669,26.2866666666667,0,17097,1,0.001,"LIA-1931_1984-2024",19925,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV_17988","ASV_17988",0.00341882141250562,0.881080800719748,0.00252883290742395,1.35193646146763,4.96533333333333,27.7226,14671,1,0.033,"LIA-1931_1984-2024",17988,"Bacteria","Candidatus_Kapabacteria","Kapabacteria","Kapabacteriales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_860","ASV_860",0.00317486279802069,0.881080800719748,0.00259648014016222,1.2227564343405,28.99,7.4884,20676,0.682779607849032,0.006,"LIA-1931_1984-2024",860,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_26738","ASV_26738",0.00285078722447144,0.881080800719748,0.00343038227365329,0.831040682074013,21.6356666666667,2.2708,26247,1,0.02,"LIA-1931_1984-2024",26738,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_1044","ASV_1044",0.00266692757534863,0.881080800719748,0.00129427753840299,2.0605530855765,29.1523333333333,10.4614,11482,0.719983219807603,0.005,"LIA-1931_1984-2024",1044,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
"ASV_22927","ASV_22927",0.00250581196581197,0.881080800719748,0.00176087727508812,1.42304747824437,18.6656666666667,0.1464,21266,1,0.001,"LIA-1931_1984-2024",22927,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"ASV_22891","ASV_22891",0.00984862798020693,0.935035739991003,0.00802914212398972,1.22661024404848,76.182,4.858,20993,1,0.043,"LIA-1931_LIA",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_24608","ASV_24608",0.00668184885290148,0.935035739991003,0.0033362316561761,2.00281321608225,5.424,54.9365,23257,1,0.001,"LIA-1931_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_11998","ASV_11998",0.00405357624831309,0.935035739991003,0.00320168834381316,1.26607458722399,0,30.037,5747,1,0.001,"LIA-1931_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.935035739991003,0.00338282609266337,1.02442513946659,0,25.679,8938,1,0.001,"LIA-1931_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_11877","ASV_11877",0.00330015744489429,0.935035739991003,0.00211171255623171,1.56278724353627,0.785333333333333,25.2395,5535,1,0.001,"LIA-1931_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_14175","ASV_14175",0.00284642375168691,0.935035739991003,0.00503618743193375,0.565194165260439,0,21.092,8946,1,0.001,"LIA-1931_LIA",14175,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_23711","ASV_23711",0.00284008097165992,0.935035739991003,0.00300303478111318,0.945736955669606,0,21.045,22015,1,0.001,"LIA-1931_LIA",23711,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV_6524","ASV_6524",0.00283947368421053,0.935035739991003,0.00502389065340423,0.565194165260439,0,21.0405,2534,0.988120473045971,0.001,"LIA-1931_LIA",6524,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_23191","ASV_23191",0.00266315789473684,0.935035739991003,0.00168269478505976,1.5826743616147,0,19.734,21393,1,0.001,"LIA-1931_LIA",23191,"Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella",NA
"ASV_27732","ASV_27732",0.0025697705802969,0.935035739991003,0.0020530894553323,1.25166030813838,0,19.042,27557,1,0.001,"LIA-1931_LIA",27732,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Incertae_Sedis",NA
