"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_23672","ASV_23672",0.00292150247413405,0.80922318188634,0.00234315634862601,1.24682353179171,22.4,6.20166666666667,22417,1,0.045,"1931-1962_LIA-1931",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_863","ASV_863",0.00253450292397661,0.80922318188634,0.00246010652556369,1.03024112884537,18.7806666666667,0,12194,0.690466249674292,0.012,"1931-1962_LIA-1931",863,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_21486","ASV_21486",0.00232573099415205,0.80922318188634,0.00211635023924337,1.09893483178074,1.65333333333333,18.887,19583,1,0.034,"1931-1962_LIA-1931",21486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"ASV_3346","ASV_3346",0.0022442645074224,0.80922318188634,0.0032658845703273,0.687184270936277,16.63,0,25865,0.961107763186211,0.001,"1931-1962_LIA-1931",3346,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Incertae_Sedis",NA
"ASV_20593","ASV_20593",0.00211238566501724,0.80922318188634,0.00117148561475387,1.8031682492841,3.53333333333333,18.0083333333333,18390,1,0.01,"1931-1962_LIA-1931",20593,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Incertae_Sedis",NA
"ASV_6509","ASV_6509",0.00198857399910032,0.80922318188634,0.00158398433412452,1.25542529446758,14.7353333333333,0,1979,1,0.001,"1931-1962_LIA-1931",6509,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_6548","ASV_6548",0.00175384615384615,0.80922318188634,0.00255222103884387,0.687184270936277,12.996,0,2020,1,0.001,"1931-1962_LIA-1931",6548,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_19940","ASV_19940",0.00161099115309642,0.80922318188634,0.00198034484032605,0.813490216598426,12.0813333333333,0.431666666666667,17628,1,0.019,"1931-1962_LIA-1931",19940,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV_21028","ASV_21028",0.00157124006597691,0.80922318188634,0.00186070465143947,0.844432814612125,11.102,2.58133333333333,18964,1,0.037,"1931-1962_LIA-1931",21028,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA
"ASV_19159","ASV_19159",0.00155177687809267,0.80922318188634,0.00225816705027081,0.687184270936277,11.4986666666667,0,16751,1,0.001,"1931-1962_LIA-1931",19159,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.00449666666666667,0.838967031039136,0.00468198063875703,0.960419748309861,7.2778,36.9975,17777,1,0.038,"1984-2024_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_22891","ASV_22891",0.00397014844804318,0.838967031039136,0.00466037030584863,0.851895490592403,4.0636,30.268,20874,1,0.02,"1984-2024_LIA",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.838967031039136,0.00659202015213032,0.570087712549569,0,27.847,26274,1,0.001,"1984-2024_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_20711","ASV_20711",0.00328273954116059,0.838967031039136,0.00538942234432231,0.609107865635901,1.6432,23.5035,17961,1,0.041,"1984-2024_LIA",20711,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_22254","ASV_22254",0.00213940620782726,0.838967031039136,0.00375276674226028,0.570087712549569,0,15.853,20010,1,0.001,"1984-2024_LIA",22254,"Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"ASV_11898","ASV_11898",0.00198414304993252,0.838967031039136,0.0024364013195922,0.814374476806072,0,14.7025,7392,1,0.006,"1984-2024_LIA",11898,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_23290","ASV_23290",0.00173394062078273,0.838967031039136,0.0030415330529194,0.570087712549569,0,12.8485,21447,1,0.001,"1984-2024_LIA",23290,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV_953","ASV_953",0.00167010796221323,0.838967031039136,0.00177003181520349,0.943546860495965,1.6308,12.3755,21165,0.660227456304027,0.011,"1984-2024_LIA",953,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
"ASV_6409","ASV_6409",0.00152071524966262,0.838967031039136,0.00266751100959818,0.570087712549569,0,11.2685,546,1,0.001,"1984-2024_LIA",6409,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Incertae_Sedis","Incertae_Sedis",NA
"ASV_22255","ASV_22255",0.00149736842105263,0.838967031039136,0.00262655796308263,0.570087712549569,0,11.0955,20011,1,0.001,"1984-2024_LIA",22255,"Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"ASV_19347","ASV_19347",0.00569023841655421,0.804478686459739,0.00752892407541804,0.755783742743913,39.3303333333333,8.503,16596,1,0.022,"LIA-1931_1984-2024",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_21602","ASV_21602",0.00461367521367521,0.804478686459739,0.00262754209597446,1.7558901228428,5.586,39.6184,19437,1,0.004,"LIA-1931_1984-2024",21602,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"ASV_20461","ASV_20461",0.00393250562303194,0.804478686459739,0.00277778301308699,1.4156993561069,39.4266666666667,24.4648,17883,1,0.045,"LIA-1931_1984-2024",20461,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",NA
"ASV_11477","ASV_11477",0.00355865946918578,0.804478686459739,0.00605385058457991,0.587834043715951,25.9976666666667,1.116,7038,1,0.045,"LIA-1931_1984-2024",11477,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","Incertae_Sedis",NA
"ASV_21976","ASV_21976",0.00324502923976608,0.804478686459739,0.00607060194806346,0.534548182787912,24.0456666666667,0.2112,19892,1,0.002,"LIA-1931_1984-2024",21976,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus",NA
"ASV_20635","ASV_20635",0.00276457040035987,0.804478686459739,0.00200175112573753,1.38107598133174,0.840666666666667,21.1244,18101,1,0.009,"LIA-1931_1984-2024",20635,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_21486","ASV_21486",0.00221385515069726,0.804478686459739,0.00200931376647188,1.10179663706009,18.887,3.14,19298,1,0.005,"LIA-1931_1984-2024",21486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"ASV_5765","ASV_5765",0.00201358524516419,0.804478686459739,0.0045405100547183,0.443471156521669,14.9206666666667,0,13340,0.999958934353634,0.001,"LIA-1931_1984-2024",5765,"Bacteria","Acidobacteriota","Blastocatellia","11-24","Incertae_Sedis","Incertae_Sedis",NA
"ASV_20593","ASV_20593",0.00198412055780477,0.804478686459739,0.00115180353649938,1.72262065094452,18.0083333333333,5.3156,18040,1,0.004,"LIA-1931_1984-2024",20593,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Incertae_Sedis",NA
"ASV_22323","ASV_22323",0.00187504273504273,0.804478686459739,0.00280816194887204,0.667711752093174,14.027,1.5268,20298,1,0.019,"LIA-1931_1984-2024",22323,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.0046295771479982,0.838571479982006,0.00450347679460196,1.02800066685086,15.3853333333333,36.9975,17960,1,0.038,"LIA-1931_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_22891","ASV_22891",0.00398553756185335,0.838571479982006,0.00482392676743929,0.826201920965109,1.78966666666667,30.268,21096,1,0.021,"LIA-1931_LIA",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.838571479982006,0.00664909498468894,0.565194165260439,0,27.847,26329,1,0.001,"LIA-1931_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_21158","ASV_21158",0.00261662168241116,0.838571479982006,0.00443218508995242,0.590368323819086,0.725333333333333,19.0725,18740,1,0.023,"LIA-1931_LIA",21158,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","Incertae_Sedis",NA
"ASV_21486","ASV_21486",0.00254885290148448,0.838571479982006,0.00209345013278923,1.21753695565153,18.887,0,19242,1,0.019,"LIA-1931_LIA",21486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"ASV_22254","ASV_22254",0.00213940620782726,0.838571479982006,0.00378525883550378,0.565194165260439,0,15.853,20222,1,0.001,"LIA-1931_LIA",22254,"Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"ASV_25243","ASV_25243",0.00209716599190283,0.838571479982006,0.00253471350420665,0.827377921971198,7.63333333333333,11.86,24075,1,0.04,"LIA-1931_LIA",25243,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Incertae_Sedis",NA
"ASV_11898","ASV_11898",0.00190249662618084,0.838571479982006,0.00228650560210548,0.832054216018087,3.01366666666667,14.7025,7703,1,0.036,"LIA-1931_LIA",11898,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_23290","ASV_23290",0.00173394062078273,0.838571479982006,0.0030678671638157,0.565194165260439,0,12.8485,21660,1,0.001,"LIA-1931_LIA",23290,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV_953","ASV_953",0.00167010796221323,0.838571479982006,0.00185719253381218,0.899264848316544,0,12.3755,20216,0.666300153571794,0.01,"LIA-1931_LIA",953,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
